,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence
104,138,http://www.billboard.com/charts/hot-100/2014-10-18,10/18/2014,13,Steal My Girl,One Direction,Steal My GirlOne Direction,1,,13,1,spotify:track:2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,0,0.00433,0.0,77.217,0.545
105,139,https://www.billboard.com/charts/hot-100/2018-06-30,6/30/2018,13,Apes**t,The Carters,Apes**tThe Carters,1,,13,1,spotify:track:0B08s1tLWCXoFmGP0vIubM,0.698,0.783,2,1,0.016,0.0,160.034,0.378
106,140,https://www.billboard.com/charts/hot-100/2018-09-22,9/22/2018,13,Rap Devil,Machine Gun Kelly,Rap DevilMachine Gun Kelly,1,,13,1,spotify:track:63TyoT9Ee03rQxv8xmdJ2l,0.895,0.839,0,1,0.217,3e-06,149.951,0.756
107,141,https://www.billboard.com/charts/hot-100/2019-09-28,9/28/2019,13,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey","Don't Call Me Angel (Charlie's Angels)Ariana Grande, Miley Cyrus & Lana Del Rey",1,,13,1,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,0.644,0.755,1,1,0.00237,7.64e-06,102.861,0.334
108,142,http://www.billboard.com/charts/hot-100/1993-05-01,5/1/1993,14,That's The Way Love Goes,Janet Jackson,That's The Way Love GoesJanet Jackson,1,,14,1,spotify:track:29rQJydAlO0uMyWvRIZxQg,0.703,0.7,5,1,0.302,0.471,97.675,0.582
109,143,http://www.billboard.com/charts/hot-100/1998-12-05,12/5/1998,14,Save Tonight,Eagle-Eye Cherry,Save TonightEagle-Eye Cherry,1,,14,1,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,0.547,0.693,0,1,9.24e-05,5.46e-05,119.567,0.583
110,144,http://www.billboard.com/charts/hot-100/2001-03-17,3/17/2001,14,All For You,Janet,All For YouJanet,1,,14,1,spotify:track:28IZUzBnFsBxyrgdsdlQPg,0.774,0.881,2,1,0.0107,0.0431,113.511,0.775
111,145,http://www.billboard.com/charts/hot-100/2007-02-03,2/3/2007,14,Push It To The Limit,Corbin Bleu,Push It To The LimitCorbin Bleu,1,,14,1,spotify:track:3K01q0jtSNHeqx5gs97HH2,0.815,0.906,5,0,0.0116,2.06e-06,125.974,0.783
112,147,https://www.billboard.com/charts/hot-100/2018-05-05,5/5/2018,14,Photograph,J. Cole,PhotographJ. Cole,1,,14,1,spotify:track:0bhnUFDQFCEHCBlsQfHnj5,0.691,0.487,1,1,0.0299,0.0,104.98,0.358
113,148,https://www.billboard.com/charts/hot-100/2018-05-12,5/12/2018,14,Rich & Sad,Post Malone,Rich & SadPost Malone,1,,14,1,spotify:track:2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,2,1,0.198,0.0,151.974,0.285
114,149,https://www.billboard.com/charts/hot-100/2018-10-13,10/13/2018,14,Dedicate,Lil Wayne,DedicateLil Wayne,1,,14,1,spotify:track:0Y7di9ZCmB6Elad5WISaPc,0.879,0.662,2,1,0.033,0.0,117.975,0.724
115,150,http://www.billboard.com/charts/hot-100/1991-03-02,3/2/1991,15,Rescue Me,Madonna,Rescue MeMadonna,1,,15,1,spotify:track:0n8sO6vHx3SkVEn2pjaqV9,0.725,0.652,1,1,0.0201,6.76e-05,117.946,0.355
116,151,http://www.billboard.com/charts/hot-100/1993-10-23,10/23/1993,15,Again,Janet Jackson,AgainJanet Jackson,1,,15,1,spotify:track:1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,1,0.078,0.00697,123.091,0.495
117,152,http://www.billboard.com/charts/hot-100/1998-03-28,3/28/1998,15,All My Life,K-Ci & JoJo,All My LifeK-Ci & JoJo,1,,15,1,spotify:track:5GorFaKkP2mLREQvhSblIg,0.629,0.511,1,1,0.114,3.91e-06,128.038,0.181
118,153,http://www.billboard.com/charts/hot-100/2014-04-26,4/26/2014,15,Sing,Ed Sheeran,SingEd Sheeran,1,,15,1,spotify:track:6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,0,0.304,1.22e-06,119.988,0.939
119,156,http://www.billboard.com/charts/hot-100/2016-10-01,10/1/2016,15,Perfect Illusion,Lady Gaga,Perfect IllusionLady Gaga,1,,15,1,spotify:track:56ZrTFkANjeAMiS14njg4E,0.613,0.857,1,0,0.0012,0.0,124.987,0.664
120,158,http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,16,One Summer Night,The Danleers,One Summer NightThe Danleers,1,,16,1,spotify:track:0lLMgROgXxjjwtg0VDo4oJ,0.421,0.356,9,1,0.883,0.0,98.393,0.514
121,159,http://www.billboard.com/charts/hot-100/2008-08-02,8/2/2008,16,Pushin' Me Away,Jonas Brothers,Pushin' Me AwayJonas Brothers,1,,16,1,spotify:track:6IxbD3Vdv7AIYC11ABftOW,0.473,0.903,7,1,0.0145,1.23e-06,161.956,0.452
122,160,http://www.billboard.com/charts/hot-100/2009-10-24,10/24/2009,16,One Less Lonely Girl,Justin Bieber,One Less Lonely GirlJustin Bieber,1,,16,1,spotify:track:69ghzc538EQSVon2Gm3wrr,0.58,0.75,4,1,0.159,0.0,86.938,0.728
123,162,http://www.billboard.com/charts/hot-100/2011-10-01,10/1/2011,16,Paradise,Coldplay,ParadiseColdplay,1,,16,1,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5,1,0.0522,8.49e-05,139.627,0.203
124,163,http://www.billboard.com/charts/hot-100/2012-09-22,9/22/2012,16,Ronan,Taylor Swift,RonanTaylor Swift,1,,16,1,spotify:track:0Nw8hv79MLJa1yjtsEgz08,0.565,0.255,0,1,0.646,0.0,57.964,0.174
125,164,http://www.billboard.com/charts/hot-100/2012-10-13,10/13/2012,16,Diamonds,Rihanna,DiamondsRihanna,1,,16,1,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,0.564,0.71,11,0,0.00125,0.0,91.972,0.393
126,165,http://www.billboard.com/charts/hot-100/2013-08-31,8/31/2013,16,That's My Kind Of Night,Luke Bryan,That's My Kind Of NightLuke Bryan,1,,16,1,spotify:track:5HGibWoxnkYSkl6mHmAlOE,0.661,0.751,7,1,0.0571,0.0,109.995,0.875
127,166,http://www.billboard.com/charts/hot-100/2013-11-23,11/23/2013,16,Say Something,A Great Big World & Christina Aguilera,Say SomethingA Great Big World & Christina Aguilera,1,,16,1,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,1,0.857,2.89e-06,141.284,0.0765
128,167,http://www.billboard.com/charts/hot-100/2014-07-19,7/19/2014,16,Amnesia,5 Seconds Of Summer,Amnesia5 Seconds Of Summer,1,,16,1,spotify:track:1JCCdiru7fhstOIF4N7WJC,0.572,0.499,2,1,0.0283,0.0,101.593,0.108
129,170,http://www.billboard.com/charts/hot-100/1975-03-01,3/1/1975,43,Don't Take Your Love,The Manhattans,Don't Take Your LoveThe Manhattans,1,37.0,37,9,spotify:track:4p2LPT44BQLxdrI2iXmZNQ,0.593,0.701,2,1,0.477,0.0,141.905,0.659
130,288,http://www.billboard.com/charts/hot-100/1983-01-15,1/15/1983,86,Don't Tell Me You Love Me,Night Ranger,Don't Tell Me You Love MeNight Ranger,1,,86,1,spotify:track:0KFTwLFilIESQGjiBynytC,0.362,0.883,5,0,0.000334,0.000207,89.05,0.381
131,333,http://www.billboard.com/charts/hot-100/1963-06-01,6/1/1963,11,Still,Bill Anderson,StillBill Anderson,1,17.0,11,8,spotify:track:0Q7eey8NSPQEQ3ol75UAAx,0.561,0.142,8,1,0.678,0.00631,94.454,0.293
132,334,http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,11,Coming Home Soldier,Bobby Vinton,Coming Home SoldierBobby Vinton,1,17.0,11,8,spotify:track:0EDDzuxDc8oBkXV4X372Az,0.492,0.32,4,1,0.711,0.0,113.17,0.432
133,336,http://www.billboard.com/charts/hot-100/1975-11-29,11/29/1975,11,Saturday Night,Bay City Rollers,Saturday NightBay City Rollers,1,17.0,11,8,spotify:track:78zYiMv9yNTHgmm6kaUPCm,0.514,0.681,7,1,0.199,0.0356,136.821,0.913
134,337,http://www.billboard.com/charts/hot-100/1979-09-29,9/29/1979,11,Pop Muzik,M,Pop MuzikM,1,17.0,11,8,spotify:track:0FBeVAGy58YREuZK2rpRVm,0.94,0.727,1,1,0.124,0.00021,110.796,0.969
135,338,http://www.billboard.com/charts/hot-100/1987-09-19,9/19/1987,11,Carrie,Europe,CarrieEurope,1,17.0,11,8,spotify:track:29wJiSQcze8HEmxkUQykyp,0.457,0.487,7,1,0.113,2.37e-06,136.596,0.139
136,339,http://www.billboard.com/charts/hot-100/1987-10-03,10/3/1987,11,Casanova,Levert,CasanovaLevert,1,17.0,11,8,spotify:track:1O7hDH3rrF8eyLxrpeoOfb,0.71,0.845,4,0,0.0445,1.18e-05,92.957,0.802
137,341,http://www.billboard.com/charts/hot-100/1962-08-18,8/18/1962,11,Party Lights,Claudine Clark,Party LightsClaudine Clark,1,18.0,11,8,spotify:track:0Kb1OykZK7OYNqQ58KZ0rj,0.645,0.6,0,1,0.0661,0.0,135.593,0.701
138,342,http://www.billboard.com/charts/hot-100/1970-09-12,9/12/1970,11,Candida,Dawn,CandidaDawn,1,18.0,11,8,spotify:track:1QdrUOQkbXJbpNqOKgJpq5,0.783,0.596,7,1,0.235,0.0,127.576,0.88
139,343,http://www.billboard.com/charts/hot-100/1985-03-16,3/16/1985,11,Only The Young,Journey,Only The YoungJourney,1,18.0,11,8,spotify:track:1E2iehquphUsbmj8VTzWdQ,0.331,0.833,7,1,0.0115,0.0,72.369,0.527
140,344,http://www.billboard.com/charts/hot-100/1985-08-10,8/10/1985,11,St. Elmo's Fire (Man In Motion),John Parr,St. Elmo's Fire (Man In Motion)John Parr,1,18.0,11,8,spotify:track:1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,9,1,0.15,3.04e-06,111.203,0.471
141,345,http://www.billboard.com/charts/hot-100/1986-05-31,5/31/1986,11,Crush On You,The Jets,Crush On YouThe Jets,1,18.0,11,8,spotify:track:2sYLlZU3FuCF8SKNeIvdKA,0.777,0.834,1,1,0.0209,0.0976,120.332,0.967
142,346,http://www.billboard.com/charts/hot-100/1980-07-19,7/19/1980,11,Take Your Time (Do It Right) Part 1,The S.O.S. Band,Take Your Time (Do It Right) Part 1The S.O.S. Band,1,19.0,11,8,spotify:track:2Towx4NwbIhFGhjobYfeTU,0.71,0.705,4,0,0.244,0.762,119.032,0.968
143,347,http://www.billboard.com/charts/hot-100/1984-06-02,6/2/1984,11,Self Control,Laura Branigan,Self ControlLaura Branigan,1,19.0,11,8,spotify:track:6JNJERZGJwDVgkmbohBw7u,0.814,0.686,6,0,0.219,0.00382,106.679,0.778
144,348,http://www.billboard.com/charts/hot-100/1988-07-23,7/23/1988,11,1-2-3,Gloria Estefan & Miami Sound Machine,1-2-3Gloria Estefan & Miami Sound Machine,1,19.0,11,8,spotify:track:0AO6H4lEJhuqWcmIebNhKO,0.71,0.788,7,1,0.218,5.87e-05,125.008,0.841
145,350,https://www.billboard.com/charts/hot-100/2019-12-07,12/7/2019,11,Dance Monkey,Tones And I,Dance MonkeyTones And I,1,19.0,11,8,spotify:track:2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,0,0.692,0.000104,98.027,0.513
146,351,http://www.billboard.com/charts/hot-100/1985-11-09,11/9/1985,11,Broken Wings,Mr. Mister,Broken WingsMr. Mister,1,20.0,11,8,spotify:track:78FHUZRbFDCG6VkRAQdFLm,0.286,0.5,1,0,0.134,4.57e-05,99.162,0.443
147,352,http://www.billboard.com/charts/hot-100/1978-10-28,10/28/1978,11,Beast Of Burden,The Rolling Stones,Beast Of BurdenThe Rolling Stones,1,22.0,11,8,spotify:track:77oU2rjC5XbjQfNe3bD6so,0.783,0.878,1,0,0.39,0.000778,100.626,0.885
148,353,http://www.billboard.com/charts/hot-100/1981-12-26,12/26/1981,11,Centerfold,The J. Geils Band,CenterfoldThe J. Geils Band,1,23.0,11,8,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,0,1,0.249,0.0,114.37,0.888
149,354,http://www.billboard.com/charts/hot-100/1976-11-06,11/6/1976,11,Do You Feel Like We Do,Peter Frampton,Do You Feel Like We DoPeter Frampton,1,24.0,11,8,spotify:track:3AMFDhgJx5sIYw1ukbiEk4,0.314,0.544,0,1,0.052,0.00712,106.597,0.361
150,355,http://www.billboard.com/charts/hot-100/2005-10-15,10/15/2005,11,Run It!,Chris Brown,Run It!Chris Brown,1,24.0,11,8,spotify:track:7xYnUQigPoIDAMPVK79NEq,0.846,0.482,1,0,0.0246,0.0,100.969,0.212
151,356,http://www.billboard.com/charts/hot-100/1966-07-30,7/30/1966,12,Paperback Writer,The Beatles,Paperback WriterThe Beatles,1,6.0,1,8,spotify:track:0Ui8KPWZbJJQ2Y0CIQuVqX,0.472,0.856,7,1,0.147,2.78e-06,78.696,0.841
152,357,http://www.billboard.com/charts/hot-100/1967-04-15,4/15/1967,12,Penny Lane,The Beatles,Penny LaneThe Beatles,1,6.0,1,8,spotify:track:1h04XMpzGzmAudoI6VHBgA,0.651,0.488,9,1,0.212,0.026,113.038,0.49
153,359,http://www.billboard.com/charts/hot-100/1963-07-20,7/20/1963,12,One Fine Day,The Chiffons,One Fine DayThe Chiffons,1,5.0,5,8,spotify:track:6vcG9EgeqJUSmmF65lxUm6,0.251,0.868,1,1,0.488,7.34e-06,177.13,0.599
154,362,http://www.billboard.com/charts/hot-100/1959-07-11,7/11/1959,12,Bobby Sox To Stockings,Frankie Avalon,Bobby Sox To StockingsFrankie Avalon,1,8.0,8,8,spotify:track:5JIPLZrxKIaXNE7nnI6NUC,0.589,0.47,7,0,0.829,4.15e-06,117.866,0.614
155,363,http://www.billboard.com/charts/hot-100/1959-12-12,12/12/1959,12,Be My Guest,Fats Domino,Be My GuestFats Domino,1,8.0,8,8,spotify:track:3Vumfl7U0v6EjLZoFvDTfe,0.65,0.425,10,1,0.815,0.00338,146.38,0.961
156,364,http://www.billboard.com/charts/hot-100/1998-01-31,1/31/1998,12,A Song For Mama,Boyz II Men,A Song For MamaBoyz II Men,1,12.0,8,8,spotify:track:6FuJokk9FHx0E00SZ8ib8X,0.569,0.44,7,1,0.471,0.0,75.001,0.151
157,365,http://www.billboard.com/charts/hot-100/1962-06-30,6/30/1962,12,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,That's Old Fashioned (That's The Way Love Should Be)The Everly Brothers,1,9.0,9,8,spotify:track:2bjS5uN3J3fqSRuedR1OlA,0.718,0.562,7,1,0.75,0.0,116.214,0.92
158,366,http://www.billboard.com/charts/hot-100/1996-04-27,4/27/1996,12,Doin It,LL Cool J,Doin ItLL Cool J,1,12.0,9,8,spotify:track:4WMBl2wiGUSGa5C7tfQEAo,0.801,0.55,10,0,0.365,0.0234,94.994,0.609
159,367,http://www.billboard.com/charts/hot-100/2012-09-08,9/8/2012,12,Blow Me (One Last Kiss),P!nk,Blow Me (One Last Kiss)P!nk,1,12.0,9,8,spotify:track:4k80K0b6KZ2QjAYkXON7q6,0.597,0.919,7,1,0.000145,0.0,113.987,0.73
160,368,http://www.billboard.com/charts/hot-100/1958-09-27,9/27/1958,12,Devoted To You,The Everly Brothers,Devoted To YouThe Everly Brothers,1,10.0,10,8,spotify:track:4FrMb1ckGBrhARbHySQKx5,0.587,0.34,3,1,0.834,0.0,90.523,0.526
161,369,http://www.billboard.com/charts/hot-100/2006-10-21,10/21/2006,12,Call Me When You're Sober,Evanescence,Call Me When You're SoberEvanescence,1,12.0,10,8,spotify:track:663Karu2rvKLdnY0eo1n3M,0.45,0.883,7,1,0.00193,0.0,93.41,0.328
162,371,http://www.billboard.com/charts/hot-100/1961-02-25,2/25/1961,12,Baby Sittin' Boogie,Buzz Clifford,Baby Sittin' BoogieBuzz Clifford,1,12.0,12,8,spotify:track:06is43MVB1a03zyhtRBLpX,0.476,0.679,1,1,0.801,0.0,139.291,0.812
163,372,http://www.billboard.com/charts/hot-100/1964-09-12,9/12/1964,12,And I Love Her,The Beatles,And I Love HerThe Beatles,1,12.0,12,8,spotify:track:65vdMBskhx3akkG9vQlSH1,0.767,0.331,1,0,0.64,0.0,113.312,0.636
164,373,http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,12,Single Girl,Sandy Posey,Single GirlSandy Posey,1,12.0,12,8,spotify:track:5ouMGeOtmeHUfneTwgjNWC,0.621,0.429,10,1,0.165,0.000155,110.413,0.861
165,375,http://www.billboard.com/charts/hot-100/1972-09-30,9/30/1972,12,Play Me,Neil Diamond,Play MeNeil Diamond,1,12.0,12,8,spotify:track:2DjLbdQ9q2QBd4JJxM40Uf,0.473,0.213,2,1,0.488,0.000147,106.461,0.341
166,376,http://www.billboard.com/charts/hot-100/1973-09-22,9/22/1973,12,Saturday Night's Alright For Fighting,Elton John,Saturday Night's Alright For FightingElton John,1,12.0,12,8,spotify:track:12yHvSYFXI7PGzNecUvIDu,0.513,0.979,0,1,0.0195,0.0951,152.875,0.94
167,378,http://www.billboard.com/charts/hot-100/1983-03-12,3/12/1983,12,All Right,Christopher Cross,All RightChristopher Cross,1,12.0,12,8,spotify:track:5tE2kEW1Jom3Qc93UPBT79,0.711,0.647,6,0,0.17,0.0,132.752,0.504
168,380,http://www.billboard.com/charts/hot-100/2003-08-16,8/16/2003,12,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee","Shake Ya TailfeatherNelly, P. Diddy & Murphy Lee",1,12.0,12,8,spotify:track:1lKS7SZQ7r5vOChLwJurmm,0.662,0.808,1,1,0.176,0.0,87.644,0.909
169,383,http://www.billboard.com/charts/hot-100/2009-09-19,9/19/2009,12,She Wolf,Shakira,She WolfShakira,1,12.0,12,8,spotify:track:4cS2HQ6jK80vqdY9ofpztx,0.865,0.69,7,1,0.289,0.0138,121.983,0.868
170,384,http://www.billboard.com/charts/hot-100/2017-09-16,9/16/2017,12,Bank Account,21 Savage,Bank Account21 Savage,1,12.0,12,8,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,0.884,0.346,8,0,0.0151,7.04e-06,75.016,0.376
171,385,http://www.billboard.com/charts/hot-100/1961-04-08,4/8/1961,12,Asia Minor,Kokomo,Asia MinorKokomo,1,13.0,12,8,spotify:track:4uNAdFLTuiIhDtbZsq31Og,0.459,0.534,2,0,0.665,0.825,202.954,0.931
172,386,http://www.billboard.com/charts/hot-100/1968-02-10,2/10/1968,12,"Baby, Now That I've Found You",The Foundations,"Baby, Now That I've Found YouThe Foundations",1,13.0,12,8,spotify:track:3PRQqvqlBunArCpn4Q3kbl,0.795,0.626,11,1,0.0198,0.0,127.654,0.94
173,387,http://www.billboard.com/charts/hot-100/1982-03-06,3/6/1982,12,Spirits In The Material World,The Police,Spirits In The Material WorldThe Police,1,13.0,12,8,spotify:track:4frelkLhC4ATqJH9VGJztu,0.833,0.663,9,0,0.273,0.016,141.551,0.859
174,388,http://www.billboard.com/charts/hot-100/1984-01-28,1/28/1984,12,Pink Houses,John Mellencamp,Pink HousesJohn Mellencamp,1,13.0,12,8,spotify:track:5JKQMoGmXwDHCodn5pFVHB,0.635,0.795,7,1,0.0514,3.08e-06,115.23,0.628
175,389,http://www.billboard.com/charts/hot-100/1996-03-30,3/30/1996,12,1979,The Smashing Pumpkins,1979The Smashing Pumpkins,1,13.0,12,8,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,1,0.0163,0.583,126.879,0.964
176,390,http://www.billboard.com/charts/hot-100/1962-02-03,2/3/1962,12,A Little Bitty Tear,Burl Ives,A Little Bitty TearBurl Ives,1,14.0,12,8,spotify:track:3XhTHMleuyoQCP8jxOeIhD,0.58,0.209,0,1,0.896,0.243,72.103,0.831
177,391,http://www.billboard.com/charts/hot-100/1962-11-03,11/3/1962,12,Close To Cathy,Mike Clifford,Close To CathyMike Clifford,1,14.0,12,8,spotify:track:4EKhJzaAkrlpamL0SDrSw7,0.453,0.206,4,1,0.784,0.0,81.715,0.283
178,392,http://www.billboard.com/charts/hot-100/1964-10-24,10/24/1964,12,Chug-A-Lug,Roger Miller,Chug-A-LugRoger Miller,1,14.0,12,8,spotify:track:0mD2pnYVF8DB3oqtY5KM8h,0.717,0.324,11,1,0.739,0.000258,172.189,0.888
179,394,http://www.billboard.com/charts/hot-100/1972-07-22,7/22/1972,12,Take It Easy,Eagles,Take It EasyEagles,1,14.0,12,8,spotify:track:4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,1,0.343,4.95e-06,139.191,0.74
180,395,http://www.billboard.com/charts/hot-100/1975-07-05,7/5/1975,12,Swearin' To God,Frankie Valli,Swearin' To GodFrankie Valli,1,14.0,12,8,spotify:track:6lU9fLdtauyk0bE2HRHyve,0.667,0.785,1,1,0.288,0.000122,108.921,0.73
181,396,http://www.billboard.com/charts/hot-100/1978-04-29,4/29/1978,12,Count On Me,Jefferson Starship,Count On MeJefferson Starship,1,14.0,12,8,spotify:track:3ssnFwx5lu6qxhLBR0vutB,0.552,0.325,9,1,0.259,1.27e-05,111.937,0.736
182,397,http://www.billboard.com/charts/hot-100/1979-10-27,10/27/1979,12,Dirty White Boy,Foreigner,Dirty White BoyForeigner,1,14.0,12,8,spotify:track:2xpvmhp8j0UL9mCEqB1U0L,0.617,0.768,0,1,0.0168,1.65e-06,138.861,0.67
183,398,http://www.billboard.com/charts/hot-100/1983-11-05,11/5/1983,12,Cum On Feel The Noize,Quiet Riot,Cum On Feel The NoizeQuiet Riot,1,14.0,12,8,spotify:track:6FBmHx1FuaSnTnnnaThgbF,0.441,0.908,11,0,0.000183,0.00328,145.439,0.632
184,399,http://www.billboard.com/charts/hot-100/1988-08-20,8/20/1988,12,Simply Irresistible,Robert Palmer,Simply IrresistibleRobert Palmer,1,14.0,12,8,spotify:track:0bSr5pybJSlgG5OZH441gF,0.69,0.841,9,1,0.163,2.78e-06,142.782,0.716
185,400,http://www.billboard.com/charts/hot-100/1999-08-21,8/21/1999,12,Someday,Sugar Ray,SomedaySugar Ray,1,14.0,12,8,spotify:track:6zeDYmP3ARpURvpK29Q09P,0.745,0.682,1,0,0.0105,0.0862,110.857,0.938
186,401,http://www.billboard.com/charts/hot-100/2005-04-23,4/23/2005,12,Switch,Will Smith,SwitchWill Smith,1,14.0,12,8,spotify:track:2bmxx16hNi3W5FGzfFO9xX,0.877,0.885,1,1,0.007,0.000497,102.507,0.517
187,403,http://www.billboard.com/charts/hot-100/1969-10-11,10/11/1969,12,That's The Way Love Is,Marvin Gaye,That's The Way Love IsMarvin Gaye,1,15.0,12,8,spotify:track:51ePCpO1xUeHYhvgT67YPX,0.738,0.465,10,0,0.17,5.29e-06,110.643,0.901
188,404,http://www.billboard.com/charts/hot-100/1981-04-11,4/11/1981,12,Angel Of The Morning,Juice Newton,Angel Of The MorningJuice Newton,1,15.0,12,8,spotify:track:6NVB6W7G3svCKe5zB7kY8q,0.456,0.233,8,1,0.433,6.42e-05,75.174,0.424
189,405,http://www.billboard.com/charts/hot-100/1984-03-17,3/17/1984,12,Automatic,The Pointer Sisters,AutomaticThe Pointer Sisters,1,15.0,12,8,spotify:track:0yPEHHXezar80rMIQVRfTu,0.784,0.453,5,1,0.163,0.0,110.704,0.927
190,406,http://www.billboard.com/charts/hot-100/1985-05-04,5/4/1985,12,That Was Yesterday,Foreigner,That Was YesterdayForeigner,1,15.0,12,8,spotify:track:4nwUQZbmWMkYzKrXgWRIEw,0.431,0.683,8,0,0.0477,8.19e-06,114.877,0.506
191,407,http://www.billboard.com/charts/hot-100/1985-08-24,8/24/1985,12,Cherish,Kool & The Gang,CherishKool & The Gang,1,15.0,12,8,spotify:track:7ktxXsACTciz3gAtuzd1uV,0.639,0.596,10,0,0.331,0.0,95.186,0.427
192,408,http://www.billboard.com/charts/hot-100/1993-07-17,7/17/1993,12,Slam,Onyx,SlamOnyx,1,15.0,12,8,spotify:track:0W2mz7mvaBaEsC4rmoRNPn,0.876,0.71,11,1,0.0654,0.00312,98.305,0.724
193,411,http://www.billboard.com/charts/hot-100/1974-10-12,10/12/1974,12,Stop And Smell The Roses,Mac Davis,Stop And Smell The RosesMac Davis,1,16.0,12,8,spotify:track:0gXj72vNlNoh7kiC8zPEQp,0.528,0.421,2,1,0.232,0.0,85.449,0.763
194,412,http://www.billboard.com/charts/hot-100/1979-06-02,6/2/1979,12,Deeper Than The Night,Olivia Newton-John,Deeper Than The NightOlivia Newton-John,1,16.0,12,8,spotify:track:6Wu8O1Nyy41SbTwoSWQJs2,0.765,0.457,1,0,0.0838,0.000345,118.082,0.72
195,413,http://www.billboard.com/charts/hot-100/1979-09-15,9/15/1979,12,Rise,Herb Alpert,RiseHerb Alpert,1,16.0,12,8,spotify:track:7znZstuIvZjldNIO1E11U4,0.814,0.454,10,1,0.133,0.839,99.265,0.903
196,414,http://www.billboard.com/charts/hot-100/1984-12-22,12/22/1984,12,Run To You,Bryan Adams,Run To YouBryan Adams,1,16.0,12,8,spotify:track:2RWFncSWZEhSRRifqiDNVV,0.561,0.811,4,1,0.00515,3.6e-05,126.593,0.635
197,415,http://www.billboard.com/charts/hot-100/1997-04-19,4/19/1997,12,Return Of The Mack,Mark Morrison,Return Of The MackMark Morrison,1,16.0,12,8,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,2,1,0.00631,0.0,95.487,0.612
198,416,http://www.billboard.com/charts/hot-100/1964-02-29,2/29/1964,12,See The Funny Little Clown,Bobby Goldsboro,See The Funny Little ClownBobby Goldsboro,1,17.0,12,8,spotify:track:4QBAiXG5GqENph08jFmVmt,0.69,0.313,2,1,0.303,0.0148,106.701,0.591
199,417,http://www.billboard.com/charts/hot-100/1980-06-07,6/7/1980,12,She's Out Of My Life,Michael Jackson,She's Out Of My LifeMichael Jackson,1,17.0,12,8,spotify:track:6NGsHLZYGVAkXTFr75WWnn,0.293,0.0348,4,1,0.962,0.000212,130.959,0.101
200,418,http://www.billboard.com/charts/hot-100/1983-10-22,10/22/1983,12,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,17.0,12,8,spotify:track:08pnzLwZrh8lernK2aRaGz,0.725,0.73,2,1,0.102,0.0912,120.257,0.635
201,419,http://www.billboard.com/charts/hot-100/1989-02-25,2/25/1989,12,Roni,Bobby Brown,RoniBobby Brown,1,17.0,12,8,spotify:track:6mdNRnbiVerwM8kGCS1KwD,0.717,0.696,9,1,0.0115,6.11e-05,146.658,0.904
202,420,http://www.billboard.com/charts/hot-100/1990-08-18,8/18/1990,12,Release Me,Wilson Phillips,Release MeWilson Phillips,1,17.0,12,8,spotify:track:1rIy3lkFJnMsTLZpxFmYU8,0.724,0.471,0,1,0.448,2.5e-06,97.211,0.442
203,421,http://www.billboard.com/charts/hot-100/1991-06-15,6/15/1991,12,Playground,Another Bad Creation,PlaygroundAnother Bad Creation,1,17.0,12,8,spotify:track:0e3dpXiKdTHRNXZHdfM2JM,0.788,0.774,6,1,0.101,0.0,110.491,0.784
204,423,http://www.billboard.com/charts/hot-100/2013-09-07,9/7/2013,12,Royals,Lorde,RoyalsLorde,1,17.0,12,8,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,1,0.121,0.0,84.878,0.337
205,424,http://www.billboard.com/charts/hot-100/1959-01-10,1/10/1959,12,16 Candles,The Crests,16 CandlesThe Crests,1,18.0,12,8,spotify:track:4QbpBv2ka7Zpbrrl5QFAgy,0.591,0.472,10,1,0.733,0.0,114.097,0.627
